Total Loss,PDE Loss,IC1 Loss,IC2 Loss,BC Loss,lambda PDE,lambda IC1,lambda IC2,lambda BC,Learning Rate
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.12229912484210234,1.0987272617057897e-05,0.1223570154979825,1.8195120219388627e-05,5.484297662405879e-05,6.989203448424104e-05,0.9993999780454136,0.00014803453590041488,0.0003820137402172127,0.00042899948349940653
0.12130550311493457,0.00011793740122811869,0.12159278988838196,2.633303370203066e-05,0.0004633947173715569,0.0007718570826742743,0.9959590950898615,0.0002043390521441966,0.003064626942583208,0.0005102269893368892
0.1153795858660044,0.002267496398417279,0.11825480964034796,4.892618534313442e-06,0.006837798864580691,0.013009681774895698,0.9462232983453058,0.00011826540980235551,0.04064867487987026,0.0006428580260095292
0.08718201202308955,0.003174431942170486,0.11410018149763346,0.0009862482475000434,0.015931103378534317,0.033589664220666206,0.8187474423037774,0.006251222961214096,0.14141159836373293,0.0008254388550170185
0.0812161102428347,0.00048523328950977884,0.1097359312698245,0.006290083925705403,0.0162726070266217,0.006248115171545619,0.7841122262301315,0.05297349770087256,0.15666608875033516,0.0010559682495936973
0.07775016402450223,0.005304350343067199,0.09152847621589899,0.022466438822448254,0.04545851657167077,0.02519520860442776,0.6490604888548986,0.10743729398683113,0.21830694151063254,0.0013319194296980644
0.054709717939115735,0.03064094902947545,0.07779535837471485,0.019923257175832987,0.020663995761424303,0.18734782912005077,0.5360065339690284,0.12474292607917216,0.1519026429828242,0.0016502677574716882
0.05189264189385289,0.025343838497065008,0.07399630360305309,0.02149274037219584,0.025822813855484128,0.1596739800111125,0.5190689613866878,0.14233352873209848,0.17892346058705594,0.002007523889603959
0.04855445919599436,0.021522340481169522,0.07279828749597073,0.017575972364284098,0.02536244923248887,0.15889903440626754,0.5260311865413395,0.13126048821055233,0.1838092185896706,0.0023997720232271603
0.04713519635368375,0.022169652278535068,0.06981582986190915,0.01599387323949486,0.026675067376345396,0.16452213708029834,0.5194375023849596,0.11999466021849994,0.1960456262588431,0.0028227128161373285
0.04488207128134324,0.02222407457884401,0.06614431831985712,0.014251743559725583,0.026838722173124552,0.1710373857009828,0.5126320358178001,0.11087735520673574,0.2054531463153539,0.0032717105109022057
0.04150175639594962,0.02201534784398973,0.06086264969781041,0.01175710093230009,0.02595669962465763,0.18054506875776527,0.5058399845424141,0.10016089221222363,0.2134539722444548,0.0037418437463396428
0.03645041873812754,0.021383924293331802,0.05223809788003564,0.011136262794025242,0.025298495311290026,0.194113030348991,0.48067326822997564,0.09913391692061262,0.22607969446847975,0.0042279594994334944
0.027836898127863424,0.019129853113554418,0.03983148722909391,0.010776398703455925,0.02069604815915227,0.2059790485219148,0.4439659207974058,0.12034091584786741,0.2297140068997769,0.0047247295664419615
0.022942602846285194,0.016528300009667873,0.03278495045378804,0.009543082676827908,0.018048765836283565,0.21850847523475916,0.4252141168311907,0.12206823771356289,0.2342090422547292,0.005226708964121847
0.019821920194049932,0.014135300763882697,0.028271821327507496,0.008407265529967844,0.01575382985174656,0.21295007250497194,0.424145947091666,0.12593710223426935,0.23696672947348557,0.0057283956109462665
0.01748115912757949,0.012490805354900658,0.0253551269415766,0.007681066985242069,0.012839962844736874,0.21439624619893233,0.43232634685741866,0.1309890226879012,0.22228821398641407,0.006224290634163599
0.015547409079265067,0.010027482290752232,0.02325175004079938,0.006350893585477024,0.00984929531114176,0.2036202493507868,0.46612204662078477,0.12837791355998093,0.20187959077729,0.006708958641685784
0.01455987126612271,0.00849199533695355,0.021755884401500225,0.005597786803264171,0.00834513211157173,0.19224900558451613,0.491632863781559,0.12674059229264853,0.1893773139659055,0.00717708729817957
0.013765442555713752,0.007683953444939107,0.020546148996800184,0.0052327031444292516,0.007472505385521799,0.18726907084430458,0.5015136613393831,0.12771035068794864,0.18350667463342413,0.007623545552360774
0.012918654410422722,0.007579867786262184,0.019239205750636756,0.004766567435581237,0.006471848872024566,0.19659903527085565,0.5053578210727626,0.1260183084722475,0.17202457451211037,0.00804343987727548
0.01145308032568155,0.007135365274734795,0.01694771321490407,0.004209144302876666,0.005875603703316301,0.2106830974176011,0.49854036725150414,0.12382304768232641,0.1669531951970554,0.008432167907131317
0.010492029664739057,0.0065684852888807654,0.015602980507537723,0.0034253686026204377,0.003746597474673763,0.2320384662236917,0.5125029685974692,0.121726978393795,0.13373125179072454,0.008785468882777737
0.009638424634853175,0.0066837535123340786,0.012854582397267222,0.0037293023196980357,0.00419728719862178,0.2293276819756901,0.48782689916762734,0.14199759716613344,0.1408474493361278,0.009099470352913913
0.00769901311741287,0.00452255253912881,0.011343651916831732,0.003519570571370423,0.0032849118870217353,0.20805979563054347,0.4981981853137607,0.15599209193031363,0.1377494932382769,0.009370730619142986
0.0071729219198182256,0.007187669747509062,0.009784272406250238,0.0025892156991176307,0.0050564908306114376,0.22876641938650238,0.421158846089524,0.12458510120976325,0.22548920209303544,0.009596276459642115
0.00574202955145477,0.0047731693484820426,0.008558790548704565,0.0025558169872965664,0.0026479286170797423,0.33015542964414746,0.33223273440123086,0.12136969872413433,0.21624175170355261,0.00977363571796781
0.004925127726043491,0.003035649802768603,0.007195161830168217,0.002496673769201152,0.0033068240445572883,0.18874910196454076,0.4690570565134878,0.16044878365209247,0.1817444233769894,0.009900864399798056
0.005215743194564685,0.005800311919301748,0.0067714996985159814,0.002927199093392119,0.0035072247846983373,0.2866978357302161,0.3677460992749662,0.13110892603941257,0.21444661346015997,0.009976567980610092
0.003953256677064467,0.002340656836167909,0.005464969668537378,0.002672123344382271,0.002602553053293377,0.16534614827873423,0.4825047052559368,0.1977847029511893,0.1543636276657408,0.009999984067396083
0.0033724113192866645,0.003358182802912779,0.004961568862199783,0.0015712751483079046,0.0018848921754397452,0.2997980015459546,0.3613107329839019,0.1274177303689672,0.21147282333341633,0.0099943831341543
0.0035478975327487045,0.0031779023847775534,0.0051285988301970065,0.0019352024100953713,0.0018880606512539089,0.24464981146788944,0.40053099180467683,0.15184440967629406,0.2029740811917606,0.009978724218223307
0.00261690100756237,0.0020694445993285626,0.0027280276408419013,0.002193174004787579,0.003881492739310488,0.17462197080538236,0.3431361415561556,0.18764214068096374,0.2945987485456007,0.00995303885457586
0.0033752304275383,0.0024829885514918715,0.004866062809014693,0.001593420878634788,0.00206979489303194,0.22282329955098004,0.45325744952412206,0.15453825254427483,0.16938015088853448,0.009917378770116071
0.00604065806905044,0.004864720162004232,0.009628073195926845,0.0030641819539596327,0.004418118507601321,0.37042352861591343,0.24455524457655242,0.11426770186221195,0.2707532578469111,0.0098718157795083
0.002138482307306778,0.002224915908300318,0.0024592829577159137,0.0010925407914328389,0.002026971080340445,0.25132623807429344,0.3749989782765368,0.1405002381474698,0.23317310635296085,0.009816441640551994
0.004616318580815092,0.0039008285966701806,0.007462433190084994,0.001757680409355089,0.0024252470320789143,0.23365825531339718,0.43272075316456976,0.13216239224240406,0.20145806780026168,0.00975136786939367
0.0018777608733692762,0.0014903661503922194,0.0027775886992458254,0.0006039751569915097,0.001133074052631855,0.24853875844922338,0.463742828143394,0.10056160563763829,0.1871552541792135,0.009676725515948255
0.0020829534408565043,0.001411988225299865,0.0031986120447982103,0.0009907933927024715,0.0009003470695461147,0.16361011407120934,0.5199779471483794,0.14444718978273055,0.17196341596196282,0.009592664899981987
0.001611434588298038,0.002485546821844764,0.0014876349887344986,0.0006822713003202807,0.001370641271932982,0.300112851906439,0.30593929900346134,0.13881028462720446,0.25513556914124363,0.009499355308388413
0.0013704754512602235,0.0012037766282446682,0.0019453925342531875,0.0004146734318055678,0.0007805437853676267,0.2438305646227493,0.462501153145872,0.1163397190986247,0.17732645181483736,0.009396984654267119
0.002190365453082091,0.0009139029425568879,0.0035174244549125433,0.0008817303023533896,0.0013335006369743496,0.1464839746014019,0.39672690068295996,0.17207076140652786,0.2847176534262053,0.009285759098491745
0.0008822472420593919,0.0007892560461186804,0.0014215992268873379,0.0002859481865016278,0.0004711041328846477,0.28432595432623187,0.4544378400684297,0.09949141499775618,0.16174175536206256,0.00916590263452944
0.007914614139398497,0.014058392844162881,0.007406057557091117,0.005046142206992954,0.006941328872926533,0.4034271174696143,0.346163658591158,0.0822827355162688,0.1681263340042603,0.009037656637347806
0.001500491581357349,0.0013690015621250495,0.0020160963031230494,0.000354877865902381,0.0009295709824073128,0.26540631436472445,0.4617654773542078,0.08195116964144994,0.19087505701792926,0.008901279377317854
0.003494236699673846,0.004261627473169938,0.0036019650287926197,0.0008670313545735553,0.002960181678645313,0.3496259781978163,0.3253053010127945,0.07987466692730166,0.24519306390766482,0.008757045500091837
0.001275623917884619,0.0010242953358101659,0.0010586011339910328,0.00045450502693711314,0.0020398132037371397,0.2656192096007879,0.2566350689055221,0.09282010465464476,0.3849231612610274,0.008605245473503468
0.0009248370282586355,0.0007094169050105847,0.0013072601286694407,0.0003064244610868627,0.0006315422942861915,0.270068169194518,0.43704111808581353,0.113213749059842,0.1796739320710081,0.00844618500260435
0.000659150353535624,0.0008344625966856256,0.000748782949813176,0.0002609804560051998,0.0004886080714641139,0.3396685097420144,0.2809916829519818,0.09821585172304834,0.2811201749416529,0.008280184414014685
0.0006480063563524554,0.0004177581904514227,0.0009107873702305369,0.00020851886802120134,0.00047822949636611156,0.18580041342466933,0.5004598973411729,0.11114319955443855,0.20259176401429063,0.008107578010828098
0.00047302208412467654,0.0006187857761688065,0.0004852956917602569,0.00015902800350886537,0.00040321437336388044,0.3319962613709962,0.31261060865383034,0.0971724000781441,0.2582144842868895,0.007928713399369694
0.0008563686696013706,0.0005183085631870199,0.001513709794380702,0.00037643587711500004,0.0003102879436482908,0.2110413661822227,0.5394758047526134,0.13712621091257035,0.11235358921303705,0.00774395078916318
0.0004773693275702135,0.0003741399250429822,0.0005987282493151724,0.00017830097931437194,0.0004891563876299188,0.23054489428883063,0.37655132926606716,0.10558716061457298,0.2873107353414008,0.007553662267516814
0.008869971949009924,0.0032766008225735277,0.006520096387248486,0.00481656633928651,0.014379012340214103,0.10499375116953151,0.14250858050830084,0.18817597761970725,0.564321244554299,0.007358231050189095
0.00043990337756847383,0.0003358166904945392,0.0005821842714794911,0.00012577419329318218,0.00036583781184162945,0.23405420804319763,0.4485132548292755,0.08902379238678167,0.22840194699009617,0.0071580507096432235
0.00028267206319911053,0.00031204921833705157,0.0003379238914931193,0.00010532053966016974,0.00023735899048915599,0.30633705333990413,0.3486723144949629,0.10362960882261375,0.24135122799700748,0.006953524382444532
0.010114944687333557,0.012086596572771668,0.013794794445857406,0.0029204171005403623,0.00431268016109243,0.4609729495528197,0.21259990671552867,0.10196615281303295,0.2244607169145201,0.0067450639573970956
0.0006539974347511027,0.0005698187960661016,0.0008064171561272815,0.0001921317816595547,0.0005311299173627049,0.24377666480624377,0.43592610809772,0.09751159359841789,0.2227809750969941,0.0065330892460545
0.00035612514461719495,0.00044569099554792047,0.0003895809677487705,0.00011932692359550856,0.0002957403121399693,0.32003346741350513,0.34552141711934964,0.09837226153802163,0.23606464530323637,0.0063180271372752375
0.00018538233095823661,0.00021819215726281982,0.00022774545323045459,8.312896170536987e-05,0.0001374293406115612,0.31120909122936663,0.35050106164032546,0.12314825843820418,0.21512710964067355,0.006100310737525356
0.0013070416311367773,0.0019239573157392442,0.0011547562753548846,0.0007146087118599098,0.0006897868552186992,0.4897759910312541,0.16903641009374926,0.11779055737017799,0.2233949252843048,0.005880378498659685
0.00024976275058348734,0.00030839897772239055,0.0003240218975406606,8.649131086713169e-05,0.0001497393550380366,0.2916334358877902,0.41352758730410855,0.10238271627497135,0.19244486834833238,0.005658673334938136
0.00012555225609676488,0.00013973744535178412,0.00015789592180226464,6.353740582198952e-05,9.46761247178074e-05,0.3011235852514368,0.34313234829739003,0.1384807421726073,0.21724293128621908,0.005435641731055339
9.666441687004315e-05,0.0001272794179385528,0.00010374990324635291,5.27174815942999e-05,6.349108161884942e-05,0.3639724045841977,0.29902257608288974,0.15009809104694574,0.1868788756980169,0.005211732842979883
0.001427715849351949,0.001083669631043449,0.0032903818355407566,0.0006404429768736009,0.0018499245634302497,0.4188074602435792,0.22603540509728481,0.09405052895826996,0.2611054611530633,0.004987397593413967
0.00012678799901182723,0.00011098529284936376,0.00017921103062690236,5.4351301969290944e-05,9.186249826598214e-05,0.27784078055889905,0.39759928481012796,0.1229513067614231,0.20158838934263623,0.004763087763695092
8.375901406673987e-05,0.00010086363818118116,9.744590897753369e-05,4.7949355575838126e-05,6.099797064962331e-05,0.3228478070516986,0.323489562499933,0.15464136451027435,0.1989894632418151,0.004539255083968569
7.585117821912491e-05,0.00010515568283153698,7.619443658768432e-05,4.104301297047641e-05,4.9739044243324315e-05,0.3720884165442518,0.28513475523150916,0.15380224749638474,0.1889379187695474,0.004316350323463128
0.0026186107849065,0.003084647993091494,0.0032104506390169263,0.0008586165313317906,0.001967574091395363,0.45466339409627704,0.26394147061077466,0.08472067178320267,0.19667320581377787,0.004094822382701672
0.00017436163601189484,0.00016877432881301502,0.0002643052284838632,5.091289085612516e-05,0.00012582568524521776,0.27227286868534795,0.4260729074131989,0.112796709719244,0.18884327644589605,0.00387511738947538
9.497537411232848e-05,9.270033478969708e-05,0.00013551037318393355,4.643739248422207e-05,7.21244391570508e-05,0.2986380796873949,0.35602265669209665,0.14082406657465868,0.20449018703264843,0.003657677800401686
0.00018447511642802396,0.0003793093292188132,9.73740434346837e-05,5.6555514220235636e-05,6.630043344557635e-05,0.46907399209915,0.2480963117880555,0.13077349403277005,0.15203240836124138,0.0034429415098755516
0.00010411049280178936,0.0001157793112724903,9.918653086060658e-05,6.244278893063893e-05,0.00010354609548812732,0.5246823406369244,0.17092398178760373,0.13621636025791237,0.16815950924059286,0.003231340968208431
0.000155412853217723,0.00020583547302521765,0.0001171332942249137,5.860858618689235e-05,0.0001256397499673767,0.4264656723211201,0.21049442607721724,0.16559081823233543,0.19743173356074123,0.0030233023107308805
0.0015768585548323196,0.0022512135401484556,0.00042484255391173065,0.0006375597149599344,0.0005685967589670327,0.5914722462766103,0.10247599005548284,0.1548663249320505,0.1511819953620897,0.0028192444996127317
0.00010049889261775079,6.624099432883668e-05,0.00015246780822053552,3.9480238910982735e-05,6.315479231489007e-05,0.19751295070262648,0.4898643221410266,0.12389699214430777,0.1886980671382777,0.002619578480129024
5.26180488285376e-05,5.8056512898474466e-05,6.654822527707438e-05,3.0935059157854994e-05,3.371133607288357e-05,0.2983121894906489,0.3609295585721985,0.16321254700490676,0.17749434751479096,0.0024247063530709223
4.7110606067484144e-05,6.188432780618314e-05,5.069176768301986e-05,2.678452801774256e-05,2.9615082439704565e-05,0.3628272678873245,0.3036610405178773,0.15942554326266092,0.1740270912795261,0.0022350205649682214
4.673174561533683e-05,6.35718415651354e-05,4.613053943103296e-05,2.6002877348219045e-05,2.981356760756171e-05,0.3840842454167777,0.2791597022317732,0.15672929608981861,0.17996668389336393,0.002050903117754283
4.084183883171226e-05,5.39145189577539e-05,4.261582625986193e-05,2.4007681304283324e-05,2.5635216388764093e-05,0.37087118819169007,0.2894615542274389,0.16360717765842003,0.1759926443132397,0.0018727247994649555
3.73213366115407e-05,4.809900110558374e-05,4.0420763525617076e-05,2.2399291992769577e-05,2.4509174863851513e-05,0.3553564041046996,0.2985041582032154,0.1651735006868587,0.18089246262979605,0.0017008444375208414
3.5807150836150005e-05,4.584273165164632e-05,3.889126537615084e-05,2.1835385041413247e-05,2.4239829372163513e-05,0.3509001401514011,0.2974105080483053,0.16674365063882457,0.18486949080672688,0.0015356081760965995
3.476538327459933e-05,4.408105314723798e-05,3.7792067814734764e-05,2.1664780888386304e-05,2.4657459107402246e-05,0.34449585024854323,0.29512274125695803,0.16870774314952866,0.19159577941310071,0.001377348779032665
3.4376120325310694e-05,4.309682321945729e-05,3.6977614854549756e-05,2.236264572275104e-05,2.6132845732718124e-05,0.3359491494521186,0.2885223167112352,0.1730984950976327,0.20235215982297058,0.0012263849596931477
3.59829131971764e-05,4.492739572015125e-05,3.651069710031152e-05,2.5841521619440755e-05,3.0162558005031315e-05,0.32696116238157114,0.2687232357432153,0.185596588865075,0.21864546428074078,0.001083020739119534
4.436821316150275e-05,5.6985136779985623e-05,3.6849294247076614e-05,3.672612660921004e-05,4.087701290700352e-05,0.330672942687856,0.2193715013274099,0.21139375829661103,0.23850214515238508,0.0009475448337727754
3.8250258500329216e-05,4.4095465000282275e-05,3.6479357277130475e-05,1.9848526108035003e-05,4.432586479197198e-05,0.2939365601631137,0.2504609651495559,0.13453584499980248,0.32099822147478996,0.0008202300740967456
3.076478865211538e-05,3.9225547880050726e-05,3.529623154463479e-05,1.7981911469178158e-05,1.765007914400485e-05,0.357129347615526,0.32105543685636184,0.16437673445900253,0.1573475919664076,0.0007013328550740539
3.008052592419217e-05,3.804945731644693e-05,3.4141321975766914e-05,1.654788934501994e-05,1.7955684370463132e-05,0.35687398529656744,0.3198079324008923,0.15501549543507398,0.16820909809754037,0.0005910926198806533
2.948869491413658e-05,3.717991512530716e-05,3.3530687460370245e-05,1.623259925054299e-05,1.792320381355239e-05,0.35464770933463086,0.3197409026638338,0.15477345863588327,0.1707427282574616,0.0004897313776791672
2.902335773039476e-05,3.653902194855618e-05,3.304534220660571e-05,1.5995448734429374e-05,1.7824530914367642e-05,0.35341998657719353,0.31956123986725016,0.15468298063251543,0.17223921940634232,0.00039745325652196397
2.8646269702468688e-05,3.60209730843053e-05,3.265072882641107e-05,1.579806280460616e-05,1.7715650301397545e-05,0.3525440094311587,0.31949338981587044,0.15459792653145946,0.1732669303188549,0.0003144440922644439
2.8340700286791174e-05,3.560017034942575e-05,3.2331909096683376e-05,1.563788976000069e-05,1.7615660226510954e-05,0.3518571201242641,0.319492767255464,0.15453555642117958,0.17401582782684238,0.00024087105431634063
2.8097259680927002e-05,3.5263265317553305e-05,3.2080369692266686e-05,1.5509603258578863e-05,1.7530866443848936e-05,0.3512948180099281,0.319537887110698,0.15449365997378448,0.17457409900151205,0.00017688230898479031
2.790834609992691e-05,3.499783952065627e-05,3.188930736541806e-05,1.5412205243592325e-05,1.746136672409193e-05,0.35082549070884683,0.31961887759343693,0.1544755856786812,0.17497987121489525,0.00012260672108709855
2.776942150702028e-05,3.4799915283656446e-05,3.175270762767468e-05,1.5341580478889227e-05,1.7407977225047944e-05,0.35044839559964097,0.31971684043065074,0.1544784043860323,0.17525570704192067,7.815359443415315e-05
2.7674529537004137e-05,3.466160183052125e-05,3.1663656955061015e-05,1.5295488196898077e-05,1.7370532191307575e-05,0.35014297600625305,0.3198189604890403,0.15449513467951673,0.17544194640306793,4.3612451707096486e-05
2.7617027376673807e-05,3.457415050434065e-05,3.1614058343620854e-05,1.526974574517226e-05,1.7347020730085205e-05,0.34991038065698027,0.3199203238826602,0.15452522059182522,0.17554289059554676,1.9052854170552682e-05
2.758942832911307e-05,3.452908276813105e-05,3.159397965646349e-05,1.5259857718774583e-05,1.733477847665199e-05,0.3497562019423981,0.320002757320171,0.1545600489598686,0.1755797094941392,4.524261585505445e-06
